executionTime,symbol,base,quote,marketType,quoteVolume,coingeckoId,coingeckoName,marketCapMillion,marketCapRank,rankBucket,tradingViewLink,assetClass,scanSource,quotePair,aiResearchNeeded,score,scoreTier,reasoning,currentColor,trendDirection,previousColor,oldColor,grayCandles,currentColorAge,validTrendFlip,signal,reason
2026-05-21T19:31:06.963628+03:00,BNBUSDT,BNB,USDT,USDT,60857366.42107,binancecoin,BNB,87831.7,4,large,https://www.tradingview.com/chart/?symbol=BNBUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gray,Neutral / Gray,Gray,,,12,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,DOGEBTC,DOGE,BTC,BTC,54562254.76568,dogecoin,Dogecoin,16129.8,10,large,https://www.tradingview.com/chart/?symbol=DOGEBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gray,Neutral / Gray,Gray,,,17,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ETHBTC,ETH,BTC,BTC,461269751.211205,ethereum,Ethereum,257367.8,2,large,https://www.tradingview.com/chart/?symbol=ETHBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Blue,DOWN / Bearish,Blue,,,24,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,BTCUSDT,BTC,USDT,USDT,833771117.5056328,bitcoin,Bitcoin,1545809.0,1,large,https://www.tradingview.com/chart/?symbol=BTCUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,23,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DOGEUSDT,DOGE,USDT,USDT,54562254.76568,dogecoin,Dogecoin,16129.8,10,large,https://www.tradingview.com/chart/?symbol=DOGEUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,14,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,XRPUSDT,XRP,USDT,USDT,102338559.64315,ripple,XRP,84227.2,5,large,https://www.tradingview.com/chart/?symbol=XRPUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, fresh signal, clean transition, high volume",Blue,DOWN / Bearish,Gray,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,SUIUSDT,SUI,USDT,USDT,98131904.15986,sui,Sui,4488.8,24,large,https://www.tradingview.com/chart/?symbol=SUIUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,8,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZECBTC,ZEC,BTC,BTC,214156625.52424,zcash,Zcash,11006.8,13,large,https://www.tradingview.com/chart/?symbol=ZECBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,39,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SUIBTC,SUI,BTC,BTC,98131904.15986,sui,Sui,4488.8,24,large,https://www.tradingview.com/chart/?symbol=SUIBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gray,Neutral / Gray,Gray,,,10,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,BNBBTC,BNB,BTC,BTC,60857366.42107,binancecoin,BNB,87831.7,4,large,https://www.tradingview.com/chart/?symbol=BNBBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Blue,DOWN / Bearish,Blue,,,102,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SOLBTC,SOL,BTC,BTC,234664966.32792,solana,Solana,50054.6,7,large,https://www.tradingview.com/chart/?symbol=SOLBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Blue,DOWN / Bearish,Blue,,,120,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,EDENUSDT,EDEN,USDT,USDT,53962549.97084,openeden,OpenEden,23.4,830,small,https://www.tradingview.com/chart/?symbol=EDENUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition, high volume",Gold,UP / Bullish,Gold,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,NEARBTC,NEAR,BTC,BTC,51813806.8492,near,NEAR Protocol,2361.6,40,large,https://www.tradingview.com/chart/?symbol=NEARBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,11,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,NEARUSDT,NEAR,USDT,USDT,51813806.8492,near,NEAR Protocol,2361.6,40,large,https://www.tradingview.com/chart/?symbol=NEARUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition, high volume",Gold,UP / Bullish,Gold,,,28,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,FIDABTC,FIDA,BTC,BTC,50091587.076938,bonfida,Bonfida,45.5,527,small,https://www.tradingview.com/chart/?symbol=FIDABTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition, high volume",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ALTBTC,ALT,BTC,BTC,47754004.48221,altlayer,AltLayer,44.8,538,small,https://www.tradingview.com/chart/?symbol=ALTBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,TONUSDT,TON,USDT,USDT,44497809.15321,the-open-network,Toncoin,5459.6,21,large,https://www.tradingview.com/chart/?symbol=TONUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,16,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,FIDAUSDT,FIDA,USDT,USDT,50091587.076938,bonfida,Bonfida,45.5,527,small,https://www.tradingview.com/chart/?symbol=FIDAUSDT,crypto,binance,USDT,True,0,D Ignore,"small-cap potential, small-cap high risk, fresh signal, clean transition, high volume",Gold,UP / Bullish,Gray,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,TONBTC,TON,BTC,BTC,44497809.15321,the-open-network,Toncoin,5459.6,21,large,https://www.tradingview.com/chart/?symbol=TONBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,8,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ALTUSDT,ALT,USDT,USDT,47754004.48221,altlayer,AltLayer,44.8,538,small,https://www.tradingview.com/chart/?symbol=ALTUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,3,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,TRXBTC,TRX,BTC,BTC,42521653.95364,tron,TRON,34349.1,8,large,https://www.tradingview.com/chart/?symbol=TRXBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,6,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ASTERUSDT,ASTER,USDT,USDT,43532640.76871,aster-2,Aster,1822.7,48,large,https://www.tradingview.com/chart/?symbol=ASTERUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DASHUSDT,DASH,USDT,USDT,36679218.72352,dash,Dash,611.5,92,large,https://www.tradingview.com/chart/?symbol=DASHUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,15,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ALLOUSDT,ALLO,USDT,USDT,44175088.90028,allora,Allora,19.5,915,small,https://www.tradingview.com/chart/?symbol=ALLOUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,10,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,TRXUSDT,TRX,USDT,USDT,42521653.95364,tron,TRON,34349.1,8,large,https://www.tradingview.com/chart/?symbol=TRXUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,67,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DASHBTC,DASH,BTC,BTC,36679218.72352,dash,Dash,611.5,92,large,https://www.tradingview.com/chart/?symbol=DASHBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,14,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,PROVEUSDT,PROVE,USDT,USDT,32899085.49662,succinct,Succinct,67.3,417,small,https://www.tradingview.com/chart/?symbol=PROVEUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, fresh signal, clean transition",Gray,Neutral / Gray,Blue,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ONDOUSDT,ONDO,USDT,USDT,33530114.8123,ondo-finance,Ondo,1977.0,47,large,https://www.tradingview.com/chart/?symbol=ONDOUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,14,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,TAOUSDT,TAO,USDT,USDT,31577867.07922,bittensor,Bittensor,2658.8,38,large,https://www.tradingview.com/chart/?symbol=TAOUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,19,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,TAOBTC,TAO,BTC,BTC,31577867.07922,bittensor,Bittensor,2658.8,38,large,https://www.tradingview.com/chart/?symbol=TAOBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,4,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,LINKBTC,LINK,BTC,BTC,25043759.97076,chainlink,Chainlink,7017.5,19,large,https://www.tradingview.com/chart/?symbol=LINKBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,4,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AVAXUSDT,AVAX,USDT,USDT,24671800.29549,avalanche-2,Avalanche,4049.4,28,large,https://www.tradingview.com/chart/?symbol=AVAXUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,13,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,AVAXBTC,AVAX,BTC,BTC,24671800.29549,avalanche-2,Avalanche,4049.4,28,large,https://www.tradingview.com/chart/?symbol=AVAXBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ADABTC,ADA,BTC,BTC,23473287.54642,cardano,Cardano,9201.7,16,large,https://www.tradingview.com/chart/?symbol=ADABTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,80,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ADAUSDT,ADA,USDT,USDT,23473287.54642,cardano,Cardano,9201.7,16,large,https://www.tradingview.com/chart/?symbol=ADAUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, fresh signal, clean transition",Blue,DOWN / Bearish,Gray,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,LINKUSDT,LINK,USDT,USDT,25043759.97076,chainlink,Chainlink,7017.5,19,large,https://www.tradingview.com/chart/?symbol=LINKUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,10,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,WLDUSDT,WLD,USDT,USDT,21820591.90697,worldcoin-wld,Worldcoin,898.8,77,large,https://www.tradingview.com/chart/?symbol=WLDUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,UUSDT,U,USDT,USDT,22243376.1458,united-stables,United Stables,1026.8,67,large,https://www.tradingview.com/chart/?symbol=UUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,4,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,JTOUSDT,JTO,USDT,USDT,17539061.13354,jito-governance-token,Jito,238.9,172,mid,https://www.tradingview.com/chart/?symbol=JTOUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,24,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,PENGUUSDT,PENGU,USDT,USDT,17488816.590314,pudgy-penguins,Pudgy Penguins,581.2,94,large,https://www.tradingview.com/chart/?symbol=PENGUUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,23,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,LTCUSDT,LTC,USDT,USDT,15912606.80435,litecoin,Litecoin,4164.0,27,large,https://www.tradingview.com/chart/?symbol=LTCUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,17,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,LTCBTC,LTC,BTC,BTC,15912606.80435,litecoin,Litecoin,4164.0,27,large,https://www.tradingview.com/chart/?symbol=LTCBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,WLDBTC,WLD,BTC,BTC,21820591.90697,worldcoin-wld,Worldcoin,898.8,77,large,https://www.tradingview.com/chart/?symbol=WLDBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,77,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,LAYERUSDT,LAYER,USDT,USDT,15082947.762789,solayer,Solayer,19.9,905,small,https://www.tradingview.com/chart/?symbol=LAYERUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gray,Neutral / Gray,Gray,,,13,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,PEPEUSDT,PEPE,USDT,USDT,15005716.10101405,pepe,Pepe,1583.5,55,large,https://www.tradingview.com/chart/?symbol=PEPEUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,13,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,USDEUSDT,USDE,USDT,USDT,17596115.0502,ethena-usde,Ethena USDe,4440.7,25,large,https://www.tradingview.com/chart/?symbol=USDEUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,8,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,LAYERBTC,LAYER,BTC,BTC,15082947.762789,solayer,Solayer,19.9,905,small,https://www.tradingview.com/chart/?symbol=LAYERBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,169,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,INJBTC,INJ,BTC,BTC,10575868.60035,injective-protocol,Injective,506.3,101,mid,https://www.tradingview.com/chart/?symbol=INJBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,12,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,NILUSDT,NIL,USDT,USDT,11293337.654634,nillion,Nillion,26.6,760,small,https://www.tradingview.com/chart/?symbol=NILUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,8,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AVNTUSDT,AVNT,USDT,USDT,12338714.68636,avantis,Avantis,50.9,494,small,https://www.tradingview.com/chart/?symbol=AVNTUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,6,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,INJUSDT,INJ,USDT,USDT,10575868.60035,injective-protocol,Injective,506.3,101,mid,https://www.tradingview.com/chart/?symbol=INJUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,15,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,UTKUSDT,UTK,USDT,USDT,10207948.62723,,,,,unknown,https://www.tradingview.com/chart/?symbol=UTKUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AAVEUSDT,AAVE,USDT,USDT,9522658.83712,aave,Aave,1347.9,60,large,https://www.tradingview.com/chart/?symbol=AAVEUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,152,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,UTKBTC,UTK,BTC,BTC,10207948.62723,,,,,unknown,https://www.tradingview.com/chart/?symbol=UTKBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,57,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AAVEBTC,AAVE,BTC,BTC,9522658.83712,aave,Aave,1347.9,60,large,https://www.tradingview.com/chart/?symbol=AAVEBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,147,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ENAUSDT,ENA,USDT,USDT,9302693.941388,ethena,Ethena,949.2,75,large,https://www.tradingview.com/chart/?symbol=ENAUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,16,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,CHZBTC,CHZ,BTC,BTC,9519600.11584,chiliz,Chiliz,453.8,111,mid,https://www.tradingview.com/chart/?symbol=CHZBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ENABTC,ENA,BTC,BTC,9302693.941388,ethena,Ethena,949.2,75,large,https://www.tradingview.com/chart/?symbol=ENABTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,UNIUSDT,UNI,USDT,USDT,9135533.09993,uniswap,Uniswap,2262.2,41,large,https://www.tradingview.com/chart/?symbol=UNIUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,11,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,FETBTC,FET,BTC,BTC,8154256.34311,fetch-ai,Artificial Superintelligence Alliance,436.1,115,mid,https://www.tradingview.com/chart/?symbol=FETBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,17,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,UNIBTC,UNI,BTC,BTC,9135533.09993,uniswap,Uniswap,2262.2,41,large,https://www.tradingview.com/chart/?symbol=UNIBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,64,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZENUSDT,ZEN,USDT,USDT,8899828.57399,zencash,Horizen,118.8,265,mid,https://www.tradingview.com/chart/?symbol=ZENUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,5,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ZENBTC,ZEN,BTC,BTC,8899828.57399,zencash,Horizen,118.8,265,mid,https://www.tradingview.com/chart/?symbol=ZENBTC,crypto,binance,BTC,False,0,D Ignore,"fresh signal, clean transition",Gray,Neutral / Gray,Blue,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,DOTBTC,DOT,BTC,BTC,8086428.48274,polkadot,Polkadot,2122.3,45,large,https://www.tradingview.com/chart/?symbol=DOTBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,59,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,CHZUSDT,CHZ,USDT,USDT,9519600.11584,chiliz,Chiliz,453.8,111,mid,https://www.tradingview.com/chart/?symbol=CHZUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,32,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,MITOUSDT,MITO,USDT,USDT,7882508.014375,mitosis,Mitosis,16.0,1003,small,https://www.tradingview.com/chart/?symbol=MITOUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,13,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,OPENUSDT,OPEN,USDT,USDT,8013639.50481,openledger-2,OpenLedger,46.0,533,small,https://www.tradingview.com/chart/?symbol=OPENUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,41,False,,Two-color confirmation did not come immediately after Gray
